short-piece-wood	Kulsab	tum	3053	
pandanus	*Sogeram	tɨmpɨ	3074	
pandanus	*C Sogeram	tɨᵐbɨ	3074	
pandanus	*E Sogeram	tɨbɨ	3074	
pandanus	Sirva	tɨᵐbɨ	3074	
pandanus	Kulsab	tubu	3074	
salt	*W Sogeram	utɨm	3095	
salt	*Sogeram	tutɨm	3095	
salt	*C Sogeram	tutɨm	3095	
salt	Atemple	utɨm	3095	
salt	Nend	utɨm	3095	
salt	Manat	tɨm	3095	LOAN:Nend
salt	Apali	rurɨm	3095	
